Scientific name,x,y
Tympanoctomys_kirchnerorum,-68.646972,-43.231
Tympanoctomys_kirchnerorum,-68.6469,-43.2308
Tympanoctomys_kirchnerorum,-68.6469,-43.2308
Tympanoctomys_kirchnerorum,-68.6469,-43.2308
Tympanoctomys_kirchnerorum,-68.6469,-43.2308
Tympanoctomys_kirchnerorum,-68.6469,-43.2308
Tympanoctomys_kirchnerorum,-68.6469,-43.2308
Tympanoctomys_kirchnerorum,-68.6469,-43.2308
Tympanoctomys_kirchnerorum,-67.68305556,-43.23055556
